Customer_ID,Product_Category,Product_Name,Sale_Amount,Discount_Percentage,Final_Price,Purchase_Date,Year,Month
83972,Beauty,Perfume,312.27,10,281.04,2023-11-25 11:33:50.314041008,2023,11
72187,Electronics,Laptop,259.41,30,181.59,2021-10-17 07:07:55.577472096,2021,10
22984,Clothing,Sweater,495.88,50,247.94,2021-04-29 23:01:30.630677392,2021,4
43039,Home Appliances,Refrigerator,491.78,15,418.01,2021-11-14 07:47:54.954580848,2021,11
95431,Electronics,Tablet,321.16,15,272.99,2021-11-11 22:57:12.753698416,2021,11
93691,Toys,Doll,227.01,20,181.61,2020-02-14 14:34:54.783285751,2020,2
68606,Home Appliances,Refrigerator,250.66,25,188.0,2020-12-22 15:55:04.749545808,2020,12
20616,Electronics,Headphones,344.41,5,327.19,2022-04-30 07:22:30.116792112,2022,4
60072,Beauty,Foundation,59.77,20,47.82,2024-02-28 00:37:44.832597968,2024,2
34574,Toys,Puzzle,170.89,50,85.44,2023-11-11 20:42:17.658967040,2023,11
13430,Toys,Doll,46.88,15,39.85,2024-01-22 21:44:31.269140928,2024,1
22676,Home Appliances,Microwave,45.95,50,22.98,2020-03-23 12:06:09.997404620,2020,3
20816,Beauty,Foundation,105.96,50,52.98,2021-01-05 02:02:23.887879572,2021,1
42733,Home Appliances,Vacuum Cleaner,247.77,15,210.6,2021-09-14 17:30:45.315338696,2021,9
95680,Groceries,Pasta,394.54,25,295.91,2020-06-30 04:38:48.367505840,2020,6
12050,Electronics,Laptop,247.89,10,223.1,2023-12-24 11:54:57.274850768,2023,12
43933,Groceries,Olive Oil,174.38,25,130.78,2022-08-19 15:05:33.558266288,2022,8
34951,Electronics,Tablet,50.35,25,37.76,2022-03-11 04:09:16.864780688,2022,3
42413,Clothing,Sweater,279.64,10,251.68,2023-01-19 23:48:36.065403584,2023,1
44801,Toys,Lego Set,142.92,25,107.19,2023-06-10 02:49:40.534648320,2023,6
65619,Home Appliances,Microwave,311.32,30,217.92,2022-01-23 14:12:06.914092912,2022,1
42913,Clothing,Sweater,488.82,15,415.5,2022-04-23 00:06:09.997404624,2022,4
50600,Clothing,Jeans,64.54,10,58.09,2021-06-03 07:16:42.543472616,2021,6
67775,Toys,Board Game,113.94,5,108.24,2021-12-26 04:03:40.503503760,2021,12
45400,Toys,Board Game,241.82,20,193.46,2020-09-22 11:23:00.015572280,2020,9
14494,Electronics,Smartphone,484.62,50,242.31,2022-07-02 20:43:02.507137296,2022,7
90688,Groceries,Milk,388.19,30,271.73,2023-09-17 14:19:12.971710352,2023,9
99431,Beauty,Perfume,450.13,15,382.61,2022-12-24 03:33:57.788736048,2022,12
84691,Electronics,Smartphone,173.52,20,138.82,2020-12-27 00:08:02.117830260,2020,12
53001,Beauty,Perfume,496.1,15,421.68,2020-11-24 05:46:38.338956656,2020,11
77364,Clothing,Jeans,60.39,10,54.35,2022-05-22 05:11:30.474954576,2022,5
55028,Beauty,Shampoo,35.96,20,28.77,2020-01-17 13:54:55.406177005,2020,1
47573,Groceries,Pasta,429.25,20,343.4,2023-11-14 19:45:40.410070080,2023,11
10806,Electronics,Headphones,464.36,20,371.49,2022-01-22 09:46:45.813651696,2022,1
66638,Toys,Lego Set,54.39,50,27.2,2020-06-23 21:03:35.831819362,2020,6
39757,Groceries,Milk,65.58,20,52.46,2024-02-07 21:26:46.125097328,2024,2
44636,Groceries,Olive Oil,26.26,20,21.01,2021-10-21 01:08:12.395535944,2021,10
90097,Electronics,Smartwatch,61.21,10,55.09,2022-04-10 08:55:44.926031664,2022,4
58280,Toys,Puzzle,112.62,50,56.31,2021-06-11 23:42:37.280041528,2021,6
34262,Groceries,Olive Oil,485.34,25,364.0,2022-09-22 13:52:18.437581104,2022,9
90435,Toys,Board Game,337.25,30,236.08,2021-07-06 01:38:06.322346224,2021,7
72211,Home Appliances,Refrigerator,391.49,15,332.77,2022-12-24 22:30:51.855696864,2022,12
64842,Home Appliances,Microwave,390.31,20,312.25,2022-03-29 12:42:13.921619520,2022,3
66979,Home Appliances,Refrigerator,272.19,20,217.75,2021-02-24 14:44:04.173371400,2021,2
91470,Beauty,Lipstick,400.77,10,360.69,2021-12-30 02:48:10.838307808,2021,12
48197,Groceries,Rice,301.95,25,226.46,2021-06-28 13:37:32.686218528,2021,6
51844,Electronics,Laptop,164.13,50,82.06,2021-07-02 07:37:49.504282376,2021,7
74754,Electronics,Headphones,284.94,10,256.45,2020-05-26 01:26:42.387749806,2020,5
44157,Beauty,Perfume,271.42,5,257.85,2021-07-21 15:51:54.144822216,2021,7
87129,Electronics,Tablet,413.49,25,310.12,2022-06-11 03:38:15.665715024,2022,6
50042,Home Appliances,Vacuum Cleaner,491.05,15,417.39,2022-10-11 12:37:56.044640544,2022,10
71665,Groceries,Pasta,211.41,20,169.13,2020-12-03 17:09:27.142486372,2020,12
92856,Electronics,Headphones,384.06,25,288.04,2020-01-11 20:32:23.420711134,2020,1
37376,Electronics,Tablet,58.88,15,50.05,2021-10-25 14:05:23.280560600,2021,10
65554,Clothing,Sweater,390.65,30,273.46,2021-07-18 07:20:04.360238776,2021,7
24199,Clothing,Jacket,191.99,20,153.59,2020-06-08 02:05:34.492603166,2020,6
91412,Clothing,Jacket,29.3,30,20.51,2021-08-26 04:32:27.158058656,2021,8
60948,Groceries,Milk,187.99,25,140.99,2022-07-26 13:10:04.515961584,2022,7
83781,Home Appliances,Air Conditioner,309.21,30,216.45,2020-07-17 13:30:37.840643654,2020,7
82750,Toys,Doll,68.43,5,65.01,2022-09-14 11:39:04.251232800,2022,9
76262,Home Appliances,Air Conditioner,462.78,10,416.5,2024-01-28 05:38:36.221126400,2024,1
56600,Home Appliances,Vacuum Cleaner,48.06,5,45.66,2022-03-20 20:16:19.185050608,2022,3
86898,Groceries,Milk,465.7,15,395.84,2023-05-21 23:19:49.410848688,2023,5
72483,Groceries,Milk,356.5,30,249.55,2020-12-17 12:45:13.314300544,2020,12
28297,Clothing,Sneakers,171.56,20,137.25,2022-10-27 07:35:57.383856736,2022,10
40448,Electronics,Smartphone,201.47,30,141.03,2020-07-14 04:58:48.056060212,2020,7
36172,Beauty,Lipstick,373.0,15,317.05,2023-10-09 07:23:59.813132624,2023,10
52874,Beauty,Face Cream,304.72,15,259.01,2022-02-15 06:58:01.339216192,2022,2
17657,Toys,Puzzle,339.11,30,237.38,2021-09-16 12:08:46.966000520,2021,9
94386,Electronics,Headphones,200.69,15,170.59,2024-01-30 14:29:18.422008816,2024,1
35425,Toys,Doll,249.03,25,186.77,2023-09-25 16:32:27.158058656,2023,9
36685,Clothing,Jacket,495.04,10,445.54,2022-10-23 04:07:13.532312480,2022,10
34578,Toys,Doll,114.82,50,57.41,2021-10-26 23:14:57.897742016,2021,10
38831,Electronics,Smartwatch,214.75,20,171.8,2021-02-14 03:40:07.786140668,2021,2
17906,Electronics,Smartwatch,152.99,25,114.74,2020-03-15 09:52:55.811056320,2020,3
71413,Beauty,Perfume,384.9,5,365.66,2021-04-14 04:03:29.291461200,2021,4
64028,Clothing,Jacket,384.37,20,307.5,2023-04-08 03:41:48.694523744,2023,4
17287,Groceries,Olive Oil,153.3,50,76.65,2022-12-05 09:32:33.698416816,2022,12
43660,Toys,Board Game,49.88,30,34.92,2020-02-25 11:07:18.203996885,2020,2
85758,Beauty,Shampoo,15.6,5,14.82,2022-10-09 17:59:54.393978720,2022,10
70504,Toys,Action Figure,219.45,15,186.53,2022-07-23 09:22:28.248118352,2022,7
69720,Toys,Doll,211.07,15,179.41,2021-07-30 03:33:35.364650920,2021,7
44701,Groceries,Rice,494.31,10,444.88,2023-09-12 11:09:21.536465088,2023,9
93300,Clothing,Sweater,240.2,25,180.15,2022-04-01 21:14:03.706202960,2022,4
27674,Electronics,Smartphone,135.65,10,122.08,2023-10-10 11:49:20.913573840,2023,10
93560,Home Appliances,Air Conditioner,446.7,15,379.7,2021-12-10 09:05:39.164287568,2021,12
33874,Toys,Doll,250.62,25,187.96,2020-12-28 18:46:03.768492084,2020,12
53642,Home Appliances,Microwave,303.6,20,242.88,2023-05-02 00:53:04.220088240,2023,5
75160,Clothing,Sneakers,56.88,25,42.66,2022-05-24 18:46:26.192577216,2022,5
27602,Home Appliances,Air Conditioner,197.63,50,98.82,2023-07-20 18:40:04.983130032,2023,7
98801,Toys,Board Game,472.67,10,425.4,2021-07-24 19:39:30.412665456,2021,7
35931,Groceries,Olive Oil,298.86,25,224.14,2023-06-07 17:58:58.333765888,2023,6
39192,Home Appliances,Microwave,178.81,10,160.93,2020-02-12 05:44:12.582403322,2020,2
56542,Clothing,Jeans,316.58,15,269.09,2022-07-22 14:25:34.181157536,2022,7
52520,Clothing,Sneakers,456.1,5,433.3,2022-06-10 18:09:48.632234624,2022,6
74772,Groceries,Bread,144.26,10,129.83,2021-02-22 10:37:35.489229168,2021,2
68762,Home Appliances,Washing Machine,257.51,15,218.88,2022-01-18 15:46:28.995587856,2022,1
60106,Home Appliances,Vacuum Cleaner,479.76,15,407.8,2021-07-20 11:26:33.044381000,2021,7
91121,Electronics,Smartwatch,94.47,30,66.13,2020-06-03 22:36:50.641058914,2020,6
35559,Beauty,Shampoo,362.64,25,271.98,2020-07-03 22:39:05.185569686,2020,7
43742,Clothing,Jeans,311.1,50,155.55,2023-03-04 00:29:42.714767712,2023,3
79669,Electronics,Smartphone,343.04,20,274.43,2020-11-29 08:56:29.774201920,2020,11
90199,Clothing,Sweater,182.1,10,163.89,2022-11-30 11:06:55.779911760,2022,11
31754,Electronics,Tablet,163.8,15,139.23,2022-01-02 11:20:00.622891256,2022,1
13972,Beauty,Shampoo,345.26,15,293.47,2020-09-04 21:46:57.025694264,2020,9
80831,Electronics,Headphones,115.62,15,98.28,2021-09-06 05:49:04.095509992,2021,9
51873,Clothing,Jacket,215.63,25,161.72,2023-06-23 12:56:59.672982096,2023,6
19903,Home Appliances,Washing Machine,102.21,20,81.77,2023-08-15 01:00:55.125875936,2023,8
13020,Clothing,Sweater,14.07,15,11.96,2024-01-07 21:43:23.996885536,2024,1
51755,Toys,Doll,485.33,10,436.8,2022-06-13 21:57:24.900077856,2022,6
95956,Groceries,Olive Oil,221.53,5,210.45,2020-09-20 21:29:11.881650660,2020,9
96988,Groceries,Milk,484.98,10,436.48,2023-01-16 01:04:05.730599536,2023,1
55648,Toys,Puzzle,78.76,10,70.88,2022-12-24 03:33:57.788736048,2022,12
19516,Groceries,Rice,297.81,25,223.36,2023-05-03 00:34:11.803789248,2023,5
12396,Groceries,Pasta,108.48,10,97.63,2020-02-23 02:16:36.003114456,2020,2
94082,Beauty,Shampoo,397.14,25,297.86,2020-10-21 02:15:39.942901636,2020,10
29129,Home Appliances,Refrigerator,394.01,15,334.91,2023-04-07 08:44:54.627562944,2023,4
11591,Home Appliances,Microwave,65.18,5,61.92,2021-02-22 15:21:49.005969376,2021,2
21303,Clothing,Sweater,456.91,30,319.84,2020-11-27 14:18:28.123540100,2020,11
40561,Toys,Lego Set,105.37,20,84.3,2022-07-30 07:10:21.334025440,2022,7
81719,Electronics,Smartphone,310.36,10,279.32,2023-06-15 01:15:18.453153392,2023,6
96231,Clothing,T-Shirt,492.96,30,345.07,2022-01-30 12:00:00.000000000,2022,1
17314,Clothing,Jeans,442.37,5,420.25,2020-03-21 17:28:08.346742798,2020,3
29623,Clothing,T-Shirt,478.72,10,430.85,2023-08-03 19:00:04.671684400,2023,8
77675,Clothing,Sweater,177.87,25,133.4,2020-10-11 10:08:37.622631716,2020,10
75082,Home Appliances,Refrigerator,61.73,25,46.3,2023-11-13 05:51:52.276148448,2023,11
93624,Electronics,Smartphone,102.29,15,86.95,2021-03-21 16:20:40.799377112,2021,3
43130,Clothing,Jacket,255.24,5,242.48,2020-06-05 03:02:11.741500130,2020,6
61756,Home Appliances,Microwave,398.68,30,279.08,2022-11-20 09:31:26.426161424,2022,11
36292,Clothing,Sneakers,83.58,15,71.04,2020-03-11 20:36:52.509732676,2020,3
96206,Groceries,Rice,333.27,10,299.94,2022-07-12 03:21:37.793926816,2022,7
79274,Clothing,Sneakers,168.55,20,134.84,2022-10-11 07:53:42.527900336,2022,10
12469,Toys,Board Game,177.19,50,88.6,2020-03-24 07:03:04.064365429,2020,3
63947,Toys,Lego Set,334.34,5,317.62,2020-01-24 16:27:02.008824292,2020,1
32534,Clothing,T-Shirt,238.83,25,179.12,2021-03-14 04:20:07.163249416,2021,3
73620,Beauty,Foundation,407.9,20,326.32,2022-03-25 23:26:10.620295872,2022,3
58874,Groceries,Bread,86.4,15,73.44,2021-08-08 05:27:57.134700232,2021,8
59708,Electronics,Headphones,397.07,25,297.8,2020-01-14 19:35:46.171814170,2020,1
84553,Clothing,T-Shirt,41.48,50,20.74,2022-07-04 20:05:17.674539312,2022,7
78344,Electronics,Tablet,105.09,10,94.58,2023-09-27 06:26:15.291980272,2023,9
59138,Groceries,Olive Oil,331.51,10,298.36,2023-09-29 05:48:30.459382304,2023,9
64302,Clothing,T-Shirt,428.91,50,214.46,2022-09-26 07:52:35.255644944,2022,9
57638,Beauty,Lipstick,133.81,25,100.36,2021-12-29 17:19:43.804827408,2021,12
88249,Home Appliances,Washing Machine,170.32,15,144.77,2022-07-02 20:43:02.507137296,2022,7
12719,Beauty,Lipstick,273.19,20,218.55,2022-01-06 00:36:03.924214896,2022,1
32890,Beauty,Foundation,113.67,25,85.25,2020-01-03 13:34:55.717622631,2020,1
87236,Home Appliances,Microwave,407.47,25,305.6,2022-12-06 18:42:08.315598240,2022,12
46509,Home Appliances,Vacuum Cleaner,389.08,50,194.54,2022-02-08 18:38:35.286789512,2022,2
52534,Toys,Action Figure,81.19,15,69.01,2021-12-15 07:31:17.082792632,2021,12
28787,Home Appliances,Air Conditioner,237.28,15,201.69,2020-02-23 07:00:49.519854659,2020,2
58845,Clothing,Sneakers,389.67,20,311.74,2023-03-08 22:55:20.633272768,2023,3
67932,Electronics,Headphones,175.29,15,149.0,2021-09-08 14:39:46.296392424,2021,9
43062,Toys,Lego Set,320.22,20,256.18,2023-01-12 21:16:29.462756288,2023,1
85713,Toys,Action Figure,34.6,15,29.41,2020-11-08 10:48:36.999740460,2020,11
97263,Electronics,Tablet,308.26,10,277.43,2022-06-18 15:38:49.301842720,2022,6
70461,Toys,Doll,84.8,20,67.84,2020-04-13 00:45:35.738385673,2020,4
85418,Home Appliances,Washing Machine,416.99,25,312.74,2021-07-10 00:22:36.657150272,2021,7
76672,Beauty,Lipstick,184.17,25,138.13,2022-09-04 00:35:07.864002080,2022,9
44832,Groceries,Milk,147.96,20,118.37,2021-07-14 08:35:34.025434728,2021,7
41966,Home Appliances,Washing Machine,422.04,10,379.84,2023-04-27 02:27:26.301583184,2023,4
82545,Beauty,Lipstick,34.57,15,29.38,2024-01-18 13:31:33.900856480,2024,1
22987,Beauty,Shampoo,204.34,25,153.26,2024-02-27 00:56:37.248896960,2024,2
47311,Toys,Doll,191.3,15,162.61,2020-03-28 05:47:34.399169478,2020,3
41575,Clothing,Jacket,149.55,25,112.16,2023-06-16 00:56:26.036854400,2023,6
73852,Clothing,Jeans,456.76,20,365.41,2023-05-29 01:51:56.013495968,2023,5
11007,Toys,Board Game,377.95,10,340.16,2021-02-15 03:21:15.369841680,2021,2
80981,Toys,Board Game,41.32,25,30.99,2021-07-31 17:27:23.498572544,2021,7
86242,Electronics,Laptop,360.2,5,342.19,2020-08-28 23:59:03.939787180,2020,8
57517,Electronics,Headphones,268.38,20,214.7,2024-02-12 10:23:57.010121984,2024,2
39257,Groceries,Pasta,451.43,10,406.29,2021-11-11 18:12:59.236958216,2021,11
97272,Groceries,Pasta,163.34,5,155.17,2024-01-03 04:01:59.595120688,2024,1
52207,Groceries,Pasta,291.34,20,233.07,2021-04-26 14:29:40.846093952,2021,4
23281,Groceries,Rice,255.37,20,204.3,2022-11-16 15:31:09.608097584,2022,11
71246,Beauty,Perfume,249.88,25,187.41,2023-05-06 04:21:48.071632496,2023,5
11435,Beauty,Foundation,233.49,25,175.12,2021-04-11 05:00:06.540358160,2021,4
36660,Electronics,Laptop,110.76,25,83.07,2022-06-07 19:06:25.881131584,2022,6
15084,Clothing,Jeans,380.3,15,323.26,2020-06-25 10:57:23.965740980,2020,6
92197,Toys,Puzzle,231.15,20,184.92,2022-02-09 04:07:02.320269920,2022,2
23507,Clothing,Jeans,479.67,20,383.74,2021-03-20 16:39:33.215676096,2021,3
82595,Home Appliances,Refrigerator,137.8,15,117.13,2022-11-23 22:47:29.727485072,2022,11
93807,Beauty,Shampoo,344.54,20,275.63,2023-05-05 14:09:07.521411888,2023,5
55539,Groceries,Bread,470.95,50,235.48,2023-08-21 13:20:21.178302624,2023,8
17491,Groceries,Bread,335.09,10,301.58,2021-01-31 17:32:48.647806904,2021,1
60192,Home Appliances,Vacuum Cleaner,436.92,50,218.46,2023-09-15 10:12:44.287568128,2023,9
90395,Clothing,Sweater,415.47,5,394.7,2022-12-18 00:42:58.769789776,2022,12
73888,Groceries,Olive Oil,186.46,15,158.49,2022-09-12 12:16:49.083830784,2022,9
83609,Clothing,Sweater,304.06,15,258.45,2022-04-07 00:23:55.141448224,2022,4
19077,Toys,Puzzle,86.57,20,69.26,2022-07-03 20:24:10.090838304,2022,7
30953,Home Appliances,Refrigerator,272.41,10,245.17,2021-09-26 13:44:16.319750840,2021,9
86919,Clothing,Jacket,122.91,30,86.04,2023-05-09 03:25:10.822735536,2023,5
77889,Toys,Puzzle,374.43,30,262.1,2023-10-13 01:24:16.631196464,2023,10
33821,Clothing,Jacket,268.75,25,201.56,2022-06-27 17:33:11.071892032,2022,6
47567,Clothing,Jacket,211.5,20,169.2,2021-05-20 06:56:42.854918248,2021,5
34860,Groceries,Milk,141.71,50,70.86,2021-07-15 17:45:08.642616144,2021,7
31195,Electronics,Laptop,499.36,30,349.55,2020-07-25 06:15:24.993511550,2020,7
87475,Beauty,Perfume,45.14,20,36.11,2022-08-11 22:20:46.405398384,2022,8
97266,Clothing,Sneakers,31.34,25,23.5,2022-11-16 15:31:09.608097584,2022,11
31427,Clothing,Jeans,116.46,20,93.17,2023-09-12 11:09:21.536465088,2023,9
37083,Clothing,Sneakers,485.83,20,388.66,2021-08-02 02:36:58.115753960,2021,8
97046,Electronics,Smartphone,489.83,15,416.36,2020-04-02 18:25:52.867895147,2020,4
67372,Toys,Lego Set,330.91,20,264.73,2022-05-14 07:42:29.805346480,2022,5
54064,Home Appliances,Microwave,441.25,5,419.19,2020-03-14 05:27:34.710615105,2020,3
17813,Groceries,Olive Oil,114.84,15,97.61,2023-01-13 16:13:23.529717104,2023,1
41598,Electronics,Tablet,486.3,25,364.72,2021-11-02 16:18:37.466908904,2021,11
37082,Toys,Lego Set,79.96,50,39.98,2023-11-20 22:36:39.429016352,2023,11
39241,Clothing,Sweater,59.55,50,29.78,2023-10-13 06:08:30.147936672,2023,10
54569,Toys,Board Game,64.98,20,51.98,2023-05-22 23:00:56.994549696,2023,5
21745,Electronics,Smartphone,290.83,20,232.66,2020-10-03 22:08:03.986504024,2020,10
36029,Electronics,Headphones,392.68,10,353.41,2022-06-27 08:04:44.038411632,2022,6
23025,Electronics,Tablet,189.67,25,142.25,2022-02-17 20:32:57.056838824,2022,2
24288,Home Appliances,Vacuum Cleaner,489.17,5,464.71,2022-03-15 07:38:00.716324944,2022,3
99186,Beauty,Perfume,222.87,15,189.44,2022-10-26 03:10:36.283415520,2022,10
16540,Groceries,Pasta,83.72,25,62.79,2022-07-11 08:24:43.726966000,2022,7
91958,Home Appliances,Air Conditioner,238.32,15,202.57,2022-11-11 07:37:04.656112112,2022,11
78878,Home Appliances,Refrigerator,342.73,5,325.59,2021-05-12 09:27:42.185310144,2021,5
51846,Beauty,Lipstick,417.79,30,292.45,2024-02-19 12:56:03.612769264,2024,2
85932,Home Appliances,Air Conditioner,234.8,15,199.58,2020-07-17 18:14:51.357383856,2020,7
27482,Electronics,Smartphone,300.87,5,285.83,2021-10-22 10:17:47.012717360,2021,10
33411,Electronics,Tablet,141.0,5,133.95,2020-05-11 15:38:15.665715028,2020,5
60975,Toys,Board Game,326.5,15,277.52,2020-10-12 09:49:45.206332728,2020,10
70545,Clothing,Sweater,493.13,10,443.82,2024-02-28 10:06:11.866078384,2024,2
88797,Home Appliances,Vacuum Cleaner,34.04,25,25.53,2022-02-21 19:17:27.391642872,2022,2
62307,Clothing,Jeans,444.4,15,377.74,2021-01-11 09:37:36.423566052,2021,1
13093,Groceries,Rice,285.52,30,199.86,2021-04-12 04:41:14.124059176,2021,4
87258,Electronics,Tablet,133.53,10,120.18,2021-02-19 11:34:12.738126136,2021,2
32042,Toys,Board Game,477.9,20,382.32,2022-05-12 03:36:01.121204256,2022,5
62930,Groceries,Bread,246.84,25,185.13,2022-11-15 11:05:48.507656368,2022,11
54413,Toys,Board Game,172.53,25,129.4,2023-12-01 04:56:22.299506880,2023,12
43756,Beauty,Face Cream,98.93,20,79.14,2021-08-20 20:38:22.206073192,2021,8
63268,Electronics,Smartwatch,129.78,50,64.89,2020-01-08 21:29:00.669608097,2020,1
49214,Groceries,Milk,418.1,10,376.29,2022-08-11 22:20:46.405398384,2022,8
91871,Beauty,Lipstick,311.06,20,248.85,2023-03-08 22:55:20.633272768,2023,3
38602,Groceries,Milk,457.49,30,320.24,2022-11-24 17:44:23.794445888,2022,11
63331,Toys,Board Game,123.66,5,117.48,2023-11-20 03:39:45.362055536,2023,11
58901,Beauty,Lipstick,69.36,5,65.89,2022-08-06 04:58:14.419932512,2022,8
73416,Beauty,Foundation,12.98,10,11.68,2023-06-13 01:53:03.285751360,2023,6
42196,Electronics,Tablet,258.85,20,207.08,2020-01-25 16:08:09.592525305,2020,1
15626,Clothing,Sweater,499.17,15,424.29,2020-06-02 08:43:02.507137296,2020,6
17424,Toys,Lego Set,350.53,10,315.48,2020-06-13 19:28:06.478069036,2020,6
22857,Toys,Doll,161.11,20,128.89,2023-05-25 03:07:25.678691920,2023,5
29982,Beauty,Face Cream,439.66,20,351.73,2020-06-22 07:09:47.697897742,2020,6
86961,Beauty,Shampoo,393.04,10,353.74,2022-06-05 00:47:16.646768752,2022,6
11980,Electronics,Laptop,17.55,15,14.92,2022-08-29 16:41:02.912016608,2022,8
58290,Clothing,Sweater,410.26,20,328.21,2023-05-22 13:32:29.961069296,2023,5
36431,Toys,Action Figure,157.26,50,78.63,2023-12-08 02:44:15.385413968,2023,12
94976,Home Appliances,Microwave,83.34,25,62.5,2023-04-06 23:16:27.594082528,2023,4
92711,Home Appliances,Washing Machine,120.9,25,90.68,2020-06-14 00:12:19.994809240,2020,6
36385,Clothing,Sweater,239.6,15,203.66,2020-04-13 10:14:02.771866078,2020,4
48158,Groceries,Pasta,218.19,15,185.46,2020-09-03 22:05:49.441993252,2020,9
33019,Electronics,Smartphone,151.55,20,121.24,2024-02-26 10:43:56.698676352,2024,2
28639,Clothing,Jeans,94.39,30,66.07,2022-04-17 01:59:24.495198544,2022,4
95530,Home Appliances,Vacuum Cleaner,383.49,20,306.79,2023-12-17 18:51:17.705683888,2023,12
31563,Beauty,Shampoo,495.15,30,346.6,2020-05-24 21:01:21.287308590,2020,5
49341,Home Appliances,Vacuum Cleaner,391.12,50,195.56,2023-09-18 04:31:53.521930960,2023,9
15776,Beauty,Lipstick,155.01,5,147.26,2023-04-03 00:31:57.259278480,2023,4
46444,Electronics,Smartwatch,129.96,5,123.46,2020-02-03 03:49:50.812354010,2020,2
78916,Beauty,Foundation,116.66,10,104.99,2023-01-21 13:42:24.199325200,2023,1
18711,Clothing,Jacket,76.98,15,65.43,2020-08-14 14:10:37.217752400,2020,8
84318,Beauty,Face Cream,280.15,10,252.14,2020-02-29 00:23:21.505320529,2020,2
92970,Groceries,Olive Oil,306.65,30,214.65,2021-10-17 11:52:09.094212304,2021,10
95553,Clothing,Sneakers,355.7,5,337.92,2022-09-20 09:45:49.753438880,2022,9
40707,Electronics,Tablet,343.3,15,291.8,2020-04-12 20:01:22.221645471,2020,4
49110,Clothing,Sweater,153.24,10,137.92,2023-05-18 05:19:32.592784848,2023,5
71788,Groceries,Pasta,171.85,50,85.92,2020-05-01 18:46:59.828704906,2020,5
92879,Electronics,Smartwatch,343.94,25,257.96,2022-09-26 12:36:48.772385152,2022,9
48827,Home Appliances,Washing Machine,181.23,50,90.62,2021-12-08 09:43:23.996885544,2021,12
15655,Groceries,Bread,114.19,50,57.1,2020-12-04 21:34:48.242927588,2020,12
54859,Electronics,Smartphone,193.42,20,154.74,2023-04-05 09:22:39.460160912,2023,4
63625,Beauty,Shampoo,143.32,10,128.99,2022-06-27 03:20:30.521671424,2022,6
62098,Clothing,Jacket,53.27,10,47.94,2020-02-29 09:51:48.538800934,2020,2
25251,Electronics,Smartwatch,416.77,10,375.09,2020-05-08 16:34:52.914611990,2020,5
10526,Clothing,Jeans,428.02,25,321.02,2021-10-13 13:07:38.759408256,2021,10
78760,Beauty,Foundation,117.68,5,111.8,2022-03-31 21:32:56.122501944,2022,3
57837,Electronics,Smartphone,41.74,5,39.65,2021-06-04 11:42:03.643913832,2021,6
21536,Home Appliances,Refrigerator,372.03,20,297.62,2021-03-25 19:49:24.650921360,2021,3
38541,Groceries,Milk,113.65,20,90.92,2020-11-16 03:33:24.152608356,2020,11
89083,Electronics,Smartwatch,202.78,25,152.08,2023-12-21 17:35:48.040487936,2023,12
61027,Beauty,Shampoo,41.43,15,35.22,2022-05-21 05:30:22.891253568,2022,5
44531,Electronics,Tablet,120.87,30,84.61,2020-11-27 19:02:41.640280300,2020,11
18712,Clothing,Jacket,398.52,20,318.82,2022-08-29 21:25:16.428756816,2022,8
75455,Toys,Action Figure,404.15,10,363.74,2020-01-18 23:04:30.023358422,2020,1
84744,Electronics,Smartwatch,111.47,25,83.6,2022-01-01 11:38:53.039190240,2022,1
15109,Home Appliances,Refrigerator,174.6,50,87.3,2020-07-08 11:36:16.070594342,2020,7
59268,Electronics,Smartphone,75.78,5,71.99,2022-03-31 21:32:56.122501944,2022,3
64615,Groceries,Bread,46.34,15,39.39,2020-06-15 09:21:54.611990656,2020,6
92503,Electronics,Smartphone,496.16,20,396.93,2020-02-13 00:41:06.649364132,2020,2
39759,Toys,Action Figure,331.24,10,298.12,2020-05-18 18:10:22.268362314,2020,5
95708,Clothing,Jeans,275.63,30,192.94,2022-07-19 10:37:57.913314304,2022,7
70112,Electronics,Smartphone,385.09,15,327.33,2023-04-04 19:09:58.909940304,2023,4
36589,Home Appliances,Microwave,421.64,25,316.23,2020-02-18 13:19:25.118089800,2020,2
40015,Beauty,Lipstick,405.29,25,303.97,2022-09-25 12:55:41.188684144,2022,9
39009,Electronics,Laptop,18.1,20,14.48,2023-01-08 17:47:45.611212048,2023,1
93309,Electronics,Tablet,101.54,10,91.39,2022-03-07 19:37:27.080197248,2022,3
72046,Groceries,Pasta,330.9,10,297.81,2022-10-05 09:46:57.025694256,2022,10
36143,Home Appliances,Vacuum Cleaner,194.12,5,184.41,2020-01-12 01:16:36.937451336,2020,1
16154,Toys,Lego Set,491.42,10,442.28,2022-10-16 06:19:20.446405392,2022,10
31804,Beauty,Perfume,336.05,15,285.64,2022-02-20 10:07:52.774461456,2022,2
51688,Clothing,Sneakers,478.71,30,335.1,2022-10-24 08:32:34.632753696,2022,10
74288,Electronics,Laptop,108.71,15,92.4,2023-04-23 17:55:36.516999744,2023,4
61195,Toys,Board Game,433.34,25,325.0,2022-10-14 21:09:45.829223984,2022,10
30581,Beauty,Shampoo,167.46,15,142.34,2023-06-02 10:04:53.381780432,2023,6
62648,Clothing,T-Shirt,494.89,25,371.17,2023-05-29 20:48:50.080456784,2023,5
40087,Toys,Doll,87.27,50,43.64,2022-08-15 16:21:03.223462240,2022,8
59930,Home Appliances,Washing Machine,263.01,10,236.71,2021-01-01 17:30:34.103296132,2021,1
